fig_num,name,num_parts
fig-002108,Minifig from 76895-1,6
fig-002109,"Andrea - Dark Turquoise Jacket, Dark Blue Skirt",4
fig-002110,"Stephanie - Magenta Top, Medium Azure Skirt, Chef's Hat",4
fig-002111,"Andres - Bright Light Yellow Top, Bright Light Yellow Skirt",4
fig-002112,"Emma - Light Aqua Top, Light Aqua Skirt",4
fig-002113,"Moana - Red/Pink Shirt, Tan Skirt",4
fig-002114,Aurora - Dark Pink Gown,4
fig-002115,Minifig from 60250-1,4
fig-002116,Zorii Bliss,4
fig-002117,Minifig from 60249-1,4
fig-002118,Steve,3
fig-002119,Minifig from 30367-1,5
fig-002120,Minifig from 30368-1,6
fig-002121,"Surfer, White Tank Top with Windsurfer, Sand Blue Legs",4
fig-002122,Minifig from 76896-1,6
fig-002123,Zane in Sons of Garmadon Outfit (Legacy),4
fig-002124,Minifig from 5006065-1,3
fig-002125,"Surfer, Red Legs",4
fig-002126,"Parker L. Jackson, Black Top, Bright Light Yellow Beanie Hat, Medium Lavender Hair",4
fig-002127,Star Girl (CMF),4
fig-002128,Mulan - Dark Blue Dress,4
fig-002129,Metamorpho (CMF),3
fig-002130,Minifig from 2000716-1,4
fig-002131,"Professor Severus Snape, Long Robes over Dark Purple Vest",4
fig-002132,Minifig from 951912-1,4
fig-002133,Minifig from NEWSSTAND-1,4
fig-002134,Owen Grady with Clawed Shirt,4
fig-002135,Teen Wu in White Training Gi,4
fig-002136,"Voldemort, Black Robe",3
fig-002137,Minifig from 952001-1,5
fig-002138,"Douglas Elton / El Fuego, Green Outift with Red Helmet",4
fig-002139,"Easter Bunny, Woman, Dark Pink Bow Tie",4
fig-002140,Kai FS in Spinjitzu Slam Outfit,4
fig-002141,Mr. Freeze with Pearl Dark Gray Outfit and Neck Bracket with 4 Bars,5
fig-002142,"Andrea - Medium Blue Jacket, Magenta Skirt",4
fig-002143,"Stephanie - White Top, Dark Blue Skirt",4
fig-002144,"Olivia - Sand Blue Jacket, Dark Pink Skirt",4
fig-002145,"Mia - Orange Top, Olive Green Skirt, 3D Glasses",4
fig-002146,"Emma - Dark Pink Top, Light Aqua Skirt",4
fig-002147,Minifig from 40370-1,4
fig-002148,"Hermione Granger, Bright Pink Hoodie over Dark Pink Shirt, Medium Legs",4
fig-002149,Poe Dameron in Pilot Outfit with Black Hair,4
fig-002150,"J.B. Watt, Lab Coat, Medium Lavender Hair with Goggles",4
fig-002151,Ice Emperor (Zane),5
fig-002152,Jay in Rebooted Outfit (Legacy),5
fig-002153,Minifig from 8710823003677-1,4
fig-002155,Cole (Secrets of the Forbidden Spinjitzu),5
fig-002156,"Emmet w smirk/scared face, red piece of resistance",6
fig-002157,Bad Cop / Good Cop with Wide Angry Mouth and Clenched Teeth,4
fig-002158,Emmet in robot disguise with silver piece of resistance,6
fig-002159,Wyldstyle in blue jumpsuit,5
fig-002160,Robot pilot,5
fig-002161,Wyldstyle in black jumpsuit,5
fig-002162,Executron,4
fig-002163,Executive Ellen,4
fig-002164,Rootbeer Belle,4
fig-002165,Sudds Backwash,4
fig-002166,Kebab Bob,4
fig-002167,Sheriff Not-a-robot,5
fig-002168,Deputron,4
fig-002169,Ice Cream Mike,4
fig-002170,Ice Cream Jo,4
fig-002171,Cardio Carrie,4
fig-002172,Sharon Shoehorn,4
fig-002173,Gallant Guard,4
fig-002174,Sir Stackabrick,5
fig-002175,Condiment King,5
fig-002176,Egghead,5
fig-002177,Vitruvius,6
fig-002178,Pa Cop,4
fig-002179,Ma Cop,4
fig-002180,Calendar Man,6
fig-002181,The Riddler with Dark Green Hat,4
fig-002182,Magpie,6
fig-002183,El Macho Wrestler,4
fig-002184,Kite Man,6
fig-002185,President/Lord Business with Extended Legs,10
fig-002186,Wyldstyle in black jumpsuit with hood,4
fig-002187,"Robot Police, Cap",4
fig-002188,OMAC,4
fig-002189,Frank the Foreman,4
fig-002190,Batwoman,5
fig-002191,Fabuland Girl,4
fig-002192,"Robot Police, Hat, Armor",5
fig-002193,Blaze Firefighter,4
fig-002194,Hank Haystack,4
fig-002195,Blacktron Fan,4
fig-002196,"Robot Police, Helmet, Armor",6
fig-002197,"Robot Police, Helmet with Night Vision Goggles, Armor",6
fig-002198,Batman,5
fig-002199,Dr. McScrubs,4
fig-002200,Plumber Joe,4
fig-002201,Alfie the Apprentice,4
fig-002202,Arkham Guard,4
fig-002203,Harley Quinn in Prison Clothes,4
fig-002204,The Joker in Prison Clothes,4
fig-002205,Spider-Man,3
fig-002206,Vision with Yellow Cape,4
fig-002207,Hawkeye,4
fig-002208,Hulk with Dark Purple Pants,5
fig-002209,Gordon Zola,4
fig-002210,Garbage Man Grant,4
fig-002211,Garbage Man Dan,4
fig-002212,Captain Boomerang,4
fig-002213,The Joker's Henchman,4
fig-002214,Batman with Dark Blue Cowl,5
fig-002215,Harley Quinn in Jester Outfit,4
fig-002216,The Riddler with Light Bluish Gray Hat,4
fig-002217,"Emmet w red piece of resistance, open-mouthed smile/scared face",6
fig-002218,Griffin Turner,4
fig-002219,Sleven,4
fig-002220,Karlof,5
fig-002221,Kai in Jungle Robes,5
fig-002222,Ghost Ninja Wooo,4
fig-002223,Ghost Ninja Howla,4
fig-002224,Dr. Charles Lightning with Backpack,5
fig-002225,Miss Gail Storm,4
fig-002226,Miss Gail Storm with Red Legs,4
fig-002227,Alexis Sanister,4
fig-002228,Señor (Senor) Palomar with Backpack,5
fig-002229,Skeleton (Standard),6
fig-002230,Mr. Cunningham with Black Hips,4
fig-002231,M-Tron - Backpack,8
fig-002232,Skeleton with Mummy Headdress,7
fig-002233,"Ice Planet - Red Hair, Female",6
fig-002234,Skeleton with Yellow Mummy Headdress,7
fig-002235,Skeleton with Decorated Mummy Headdress,7
fig-002236,Dragon Fortress Guard,4
fig-002237,Emperor Chang Wu with Cape,4
fig-002238,Space Police III - Officer,6
fig-002239,Dragon Fortress Guardian with Bat Helmet,5
fig-002240,Pippin Reed (Pilot),5
fig-002241,Scorpion Palace Guard,4
fig-002242,Maharaja Lallu,4
fig-002243,Dr. Kilroy,4
fig-002244,Lord Sam Sinister (Pilot),5
fig-002245,Dragon Fortress Guard with Quiver,5
fig-002246,Babloo,4
fig-002247,Pippin Reed,4
fig-002248,Pippin Reed in Jacket,4
fig-002249,Dr. Kilroy with White Pants,4
fig-002250,Skeleton with Evil Face,6
fig-002251,Señor (Senor) Palomar,4
fig-002252,Gabarros,5
fig-002253,Space Police III - Alien,4
fig-002254,Space Police III - Alien,3
fig-002255,Space Police III - Officer,6
fig-002256,Space Police III - Alien,4
fig-002257,Space Police III - Officer,6
fig-002258,Ngan Pa,4
fig-002259,Sherpa Sangye Dorje with Backpack,5
fig-002260,Dr. Inferno,5
fig-002261,Space Police III - Alien,5
fig-002262,Fire Arm,4
fig-002263,Claw-Dette,5
fig-002264,Agent Trace,4
fig-002265,Agent Fuse,4
fig-002266,Agent Chase with Helmet,5
fig-002267,Space Police III - Alien,3
fig-002268,Space Police III - Alien,4
fig-002269,Slime Face,7
fig-002270,Break Jaw,4
fig-002271,Space Police III - Classic Space Statue,5
fig-002272,Space Police III - Officer,6
fig-002273,Agent Chase (Diver),6
fig-002274,Space Police III - Officer,6
fig-002275,Agent Charge,4
fig-002276,Space Police III - Officer,5
fig-002277,Space Police III - Officer,6
fig-002278,Space Police III - Alien,5
fig-002279,Space Police III - Officer,5
fig-002280,Agent Chase,4
fig-002281,Space Police III - Alien,3
fig-002282,Space Police III - Officer,6
fig-002283,Gold Tooth with Helmet,5
fig-002284,Space Police III - Alien,3
fig-002285,Space Police III - Alien,4
fig-002286,Spy Clops,19
fig-002287,Space Police III - Officer,7
fig-002288,Space Police III - Officer,6
fig-002289,Space Police III - Alien,4
fig-002290,Henchman,4
fig-002291,Spy Clops with Pearl Light Gray Legs,21
fig-002292,Space Police III - Alien,4
fig-002293,Space Police III - Officer,5
fig-002294,"Agent Chase, Single Sided Head",4
fig-002295,Agent Charge with Helmet,5
fig-002296,Space Police III - Officer,5
fig-002297,Saw Fist,5
fig-002298,Agent Chase with Neck Bracket,5
fig-002299,Space Police III - Officer,5
fig-002300,Gold Tooth,4
fig-002301,Agent Fuse with Helmet,5
fig-002302,Agent Swipe,5
fig-002303,Dyna-Mite,4
fig-002304,Agent Fuse with Body Armor,5
fig-002305,Dollar Bill,4
fig-002306,Cam,4
fig-002307,Flex,4
fig-002308,Ogel Minion,5
fig-002309,Skeleton with Evil Face and Crown,7
fig-002310,Aquaraider Diver with Black Flippers,8
fig-002311,Aquaraider Diver with Black Hat,4
fig-002312, Aquanaut 3,7
fig-002313,Chuck,1
fig-002314,Piggy with Tongue Out,1
fig-002315,Toa Inika Nuparu,7
fig-002316,Toa Inika Jaller,7
fig-002317,Toa Inika Hewkii,7
fig-002318,Piraka Zaktan,8
fig-002319,Piraka Thok,8
fig-002320,Piraka Reidak,8
fig-002321,Piraka Hakann,8
fig-002322,Toa Inika Hahli,7
fig-002323,Toa Inika Kongu,7
fig-002324,Frakjaw,6
fig-002325,Skeleton with Evil Face with Red Eyes,6
fig-002326,"Knight with Scale Mail with Crown, and Helmet",4
fig-002327,"Nicole - Bright Light Yellow Top, Bright Pink Skirt",4
fig-002328,"Sarah - White Top, Bright Light Blue Skirt",4
fig-002329,"Marie - Bright Pink Blouse, Bright Pink Skirt",4
fig-002330,Battle Droid with One Straight Arm,5
fig-002331,Katharina - Amazone,4
fig-002332,Batman (1939 1st Appearance),5
fig-002333,Lance Spears with Flippers,7
fig-002334,"Knight (Dragon Knights) - Black Legs, Yellow Plumes, Plastic Cape",8
fig-002335,Dr. Octopus / Doc Ock (4 Juniors),3
fig-002336,"Sophie - Light Aqua Shirt, Bright Pink Skirt",4
fig-002337,"Anna - Dark Blue Vest, Red Dress",4
fig-002338,"Peter - White Shirt, Blue Trousers",4
fig-002339,"Ella - Magenta Top, White Trousers",4
fig-002340,"Theresa - Light Aqua Top, White Trousers",4
fig-002341,"Stephanie - White Top, Lime Trousers",4
fig-002342,"Mia - White/Lime Top, Bright LIght Blue Skirt",4
fig-002343,"Andrew - Medium Blue Shirt, Dark Blue TRousers",4
fig-002344,"Maya - White Top, Magenta Skirt",4
fig-002345,"Mia - White Chef Jacket, Black Pants",4
fig-002346,"Danielle - Lavender Top, Dark Blue Skirt",4
fig-002347,"Andrea - Dark Azure Bikini, Bright Light Yellow Skirt",4
fig-002348,"Isabella - Lime Bikini, Magenta Skirt",4
fig-002349,"Matthew - Lime Vest, Dark Blue Trousers",4
fig-002350,"Ms. Stevens - Medium Lavender Shirt, White Dress",4
fig-002351,"Stephanie - White Jacket, Dark Purple Skirt",4
fig-002352,"Joanna - Orange Top, Magenta Trousers",4
fig-002353,"Emma - Dark Blue Top, Bright Pink Skirt",4
fig-002354,"Robert - Lime Vest, Dark Blue Trousers",4
fig-002355,"Stephanie - White Blouse, White Trousers",4
fig-002356,"Andrea - Magenta Top, Bright Light Orange Skirt",4
fig-002357,"Naya - White Top, Medium Lavender Skirt",4
fig-002358,"Andrew - Medium Blue Shirt, Dark Blue TRousers, Cap",4
fig-002359,"Emma - White Shirt, Sand Green Skirt",4
fig-002360,"Emma - Light Aqua Top, Bright Light Skirt",4
fig-002361,"Julian - Sand Green, Dark Blue Trousers",4
fig-002362,"Sophie - Face Mask, White Robe",4
fig-002363,"Stephanie - Dark Blue Top, Magenta Skirt",4
fig-002364,"Matthew - Tan Shirt, Dark Blue Trousers",4
fig-002365,"Mia - Medium Azure Shirt, Sand Green Skirt, Veterinarian",4
fig-002366,"Andrea - Bright Pink Top, Tan Shorts",4
fig-002367,"Stephanie - Lavender Blouse, Sand Green Skirt",4
fig-002368,"Stephanie - White/Lime Top, Magenta Skirt",4
fig-002369,"Kate - White/Magenta Bikini, Light Aqua Skirt",4
fig-002370,"Olivia - White/Lime top, Sand Blue Skirt",4
fig-002371,"Joanna - Dark Azure Bikini, White Trousers",4
fig-002372,"Mia - Lavender Top, Lime Trousers",4
fig-002373,"Liza - Magenta Top, White Trousers",4
fig-002374,"Luis - Orange Sweater, Dark BLue Trousers",4
fig-002375,"Charlotte - Sand Green Top, Magenta Dress",4
fig-002376,"Sandra - White Vest, Sand Green Skirt",4
fig-002377,"David - Dark Blue Vest, Black Trousers",4
fig-002378,"Stephanie - Light Aqua Top, Magenta Skirt",4
fig-002379,"Maya - White Plaid Top, Magenta Dress",4
fig-002380,"Mia - Magenta Top, Lime Trousers",4
fig-002381,"Andrea - White Top, Tan Shorts",4
fig-002382,Nate - Dark Red Piccolo,4
fig-002383,"Olivia - Dark Pink Top, Dark Purple Skirt",4
fig-002384,"Stephanie - Lime Bikini, Magenta Skirt",4
fig-002385,"Susan - Red Vest, Red Dress",4
fig-002386,"Natasha - Dark Purple Top, Dark Purple Skirt",4
fig-002387,"Emma - White Top, Medium Lavender Skirt",4
fig-002388,"Noah - White Red Shirt, Dark Blue Trousers",4
fig-002389,"Andrea - Bright Light Orange Top, Lime Shorts",4
fig-002390,"Stephanie - White/Lime Top, Lavender Skirt",4
fig-002391,"Kate - Medium Azure Bikini, Bright Light Orange Skirt",4
fig-002392,"Olivia - White Blouse, Dark Purple Skirt",4
fig-002393,"Matthew - Tan Shirt, Black Trousers",4
fig-002394,"Livi - Black Top, Pearl Gold Skirt",4
fig-002395,"Emma - Medium Lavender Vest, Dark Blue Skirt",4
fig-002396,"Livi - Black Top, Dark BLue Skirt",4
fig-002397,"Olivia - Dark BLue Vest, Medium Lavender Skirt",4
fig-002398,"Andrea - Magenta Top, Bright Light Orange Skirt",4
fig-002399,"Livi - Flat Silver Top, Flat Silver Skirt, Cape",5
fig-002400,"Livi - Medium Lavender Top, Flat Silver Skirt'",4
fig-002401,"Mia - Dark Blue Vest, Bright Light Blue Skirt",4
fig-002402,"Stephanie - White/Silver Top, Magenta Skirt",4
fig-002403,"Andrea - Bright Light Yellow Top, Tan Shorts",4
fig-002404,"Olivia - Sand Green Vest, Magenta Skirt",4
fig-002405,"Emma - Magenta Top, Sand Blue Skirt",4
fig-002406,"Stephanie - Magenta Vest, Sand Green Trousers",4
fig-002407,"Joy - Sand Green Vest, Dark Purple Skirt",4
fig-002408,"Olivia - Lime Top, Dark Purple Skirt",4
fig-002409,"Ben - Sand Green Hoodie, Dark BLue Trousers",4
fig-002410,"Stephanie - Medium Azure Top, Dark Purple Skirt",4
fig-002411,"Nate - White/Red Shirt, Dark Red Trousers",4
fig-002412,"Matthew - Tan Shirt, Sand BLue Trousers",4
fig-002413,"Andrea - Bright Light Orange Top, Medium Azure Skirt",5
fig-002414,"Naya - White/Magenta Top, Sand Green Trousers",5
fig-002415,"Stephanie - White Top, Medium Lavender Skirt",4
fig-002416,"Naomi - White Top, Magenta Apron",4
fig-002417,"Stephanie - White/Silver Top, Medium Azure Skirt",4
fig-002418,"Laurie - Dark Pink Top, Sand Blue Overall",4
fig-002419,"Iva - Lavender Top, Medium Azure Skirt",4
fig-002420,"Noah - Sand' Green Hoodie, Dark Red Trousers",4
fig-002421,"Andrea - Magenta Vest, Bright Light Orange Skirt",4
fig-002422,Zed,4
fig-002423,Ogel Minion with Bubble Helmet,4
fig-002424,Arrow (Alpha Team),4
fig-002425,Dash (Alpha Team),4
fig-002426,Ogel with Helmet with Gold Visor,6
fig-002427,Android (Alpha Team),3
fig-002428,Charge,4
fig-002429,Radia (Alpha Team),4
fig-002430,Diamond,4
fig-002431,Flex (Alpha Team),4
fig-002432,Charge with Black and Blue Clothing,4
fig-002433,Crunch,4
fig-002434,Aquaraider Diver 8,6
fig-002435,Aquaraider Diver 6 with Flippers,8
fig-002436,Aquaraider Diver 7,6
fig-002437,Bobby,5
fig-002438,Lance Spears,5
fig-002439,Skeleton (Diver),8
fig-002440,Atlantis Shark Warrior,3
fig-002441, Atlantis Squid Warrior,4
fig-002442,Atlantis Portal Emperor,5
fig-002443,Samantha Rhodes with Flippers,7
fig-002444,Axel with Backpack with Narrow Lights,13
fig-002445,Ace Speedman with Propeller,11
fig-002446,Jeff Fisher,7
fig-002447,Ace Speedman with Flippers,7
fig-002448,Axel with Backpack with Wide Lights,15
fig-002449,Atlantis Barracuda Guard,3
fig-002450,Atlantis Lobster Guard,9
fig-002451,Atlantis Temple Statue,5
fig-002452,Samantha Rhodes with Yellow Flippers,7
fig-002453,Ace Speedman with Lights and Propeller,20
fig-002454,Atlantis Hammerhead Warrior,4
fig-002455,Brains with Yellow Flippers (3626c),7
fig-002456,Brains with Yellow Flippers (3626b),7
fig-002457,Jeff Fisher with Yellow Flippers,7
fig-002458,Axel with Yellow Flippers,7
fig-002459,Lance Spears with Yellow Flippers,7
fig-002460,Aang,3
fig-002461,Fire Nation Soldier,5
fig-002462,Firebender,6
fig-002463,Katara,4
fig-002464,Prince Zuko,4
fig-002465,Sokka,3
fig-002466, Aaron Bot,10
fig-002467,Ultra Violet with Oni Mask of Hatred,8
fig-002468,Nya with Skirt,7
fig-002469,Lloyd (Sons of Garmadon),5
fig-002470,Cole ZX with Shoulder Armor,5
fig-002471,"Soldier (Imperial Soldier II) - Black Beard, Blue Epaulettes",5
fig-002472,Pirate with Peg Leg and Dark Green Hat,4
fig-002473,R2-D2,4
fig-002474,Chopov with Shoulder Armor,7
fig-002475,Jay ZX (3626b Head),4
fig-002476,"Archer (Black Falcon) - Black Legs, Black Hips, Pointed Shield, Chin-Guard",5
fig-002477,"Knight (Black Falcon) - Black Legs, Black Hips, Pointed Shield, Neck-Protector",4
fig-002478,"Knight (Breastplate on Black) - Black Legs, Dark Gray Helmet, Blue Plume",6
fig-002479,"Knight (Breastplate on Blue) - Black Legs, Black Helmet, Red Plume, Plastic Cape",6
fig-002480,"Knight (Halved Shield) - Black Legs, Neck-Protector",4
fig-002481,"Knight (Halved Shield) - Light Gray Legs, Chin-Guard",4
fig-002482,Troll (Big Fig),5
fig-002483,"Ghost - Glow in the Dark, Brick Built Legs, 3626b",5
fig-002484,"Knight (Scale Mail on Red) - Black Arms, Black Legs, Black Neck-Protector, Plastic Cape",5
fig-002485,Worker with White Hat and Gray Beard,4
fig-002486,Worker with Black Hat (Docks),4
fig-002487,Worker with Black Hat (Crane Operator),4
fig-002488,Piraka Avak,8
fig-002489,Piraka Vezok,8
fig-002490,Toa Inika Matoro,7
fig-002491,Barraki Kalmah,7
fig-002492,Toa Mahri Hewkii,7
fig-002493,Barraki Takadox,7
fig-002494,Barraki Mantax with Pearl Dark Gray Torso,7
fig-002495,Barraki Mantax with Pearl Gold Torso,7
fig-002496,Barraki Pridak with Black Torso,7
fig-002497,Toa Mahri Hahli,7
fig-002498,Toa Mahri Jaller,7
fig-002499,Toa Mahri Kongu,7
fig-002500,Toa Mahri Matoro,7
fig-002501,Toa Mahri Nuparu,7
fig-002502,Barraki Ehlek,7
fig-002503,Barraki Pridak with Pearl Dark Gray Torso,7
fig-002504,Barraki Takadox,7
fig-002505,Toa Mahri,7
fig-002506,Commando Droid,5
fig-002507,Clone Commander Gree,4
fig-002508,General Cryptor (Rebooted),5
fig-002509,Chopov with Helmet,8
fig-002510,Wyplash with Horizontal Hands,8
fig-002511,Frakjaw with Red Shoulder Spikes,7
fig-002512,Frakjaw with Tan Hat,8
fig-002513,Iceklaw with Shoulder Armor,6
fig-002514,C-3PO with Printed Legs,3
fig-002515,Darth Vader,6
fig-002516,Death Star Droid,3
fig-002517,Emperor Palpatine,5
fig-002518,Grand Moff Tarkin,4
fig-002519,Imperial Astromech Droid,4
fig-002520,Imperial Gunner,4
fig-002521,Royal Guard with Dark Red Arms and Hands,5
fig-002522,Princess Leia with Decorated Belt,4
fig-002523,"Obi-Wan Kenobi, Old",4
fig-002524,Stormtrooper,4
fig-002525,Imperial Navy Officer / Lieutenant,4
fig-002526,Imperial Officer in Light Bluish Gray Uniform,4
fig-002527,Han Solo,4
fig-002528,Han Solo in Stormtrooper Disguise,4
fig-002529,Luke Skywalker in Stormtrooper Disguise,4
fig-002530,Luke Skywalker in Jedi Master Outfit,4
fig-002531,Rivett,5
fig-002532,Nya (Hands of Time),5
fig-002533,Samurai X (P.I.X.A.L) (Hands of Time),7
fig-002534,General Machia,5
fig-002535,Slackjaw,4
fig-002536,Kai (Hands of Time),5
fig-002537,Batman in Arctic Outift,5
fig-002538,Mr. Freeze with Diver Helmet,5
fig-002539,Black Manta with Flat Silver Helmet,3
fig-002540,"Batman, Diving Suit",5
fig-002541,Robin in Scuba Outfit,8
fig-002542,Kylo Ren,4
fig-002543,Unkar Plutt,3
fig-002544,BB-8,2
fig-002545,Teedo,3
fig-002546,Han Solo (Old),4
fig-002547,Kanjiklub Gang Member,4
fig-002548,Tasu Leech,4
fig-002549,Princess Leia in Hoth Outfit,4
fig-002550,Han Solo with Dark Brown Legs with Gunbelt,4
fig-002551,"Han Solo, Old",4
fig-002552,Unkar's Thug,4
fig-002553,Claire Dearing,4
fig-002554,Franklin Webb,4
fig-002555,Rex Dangervest (Dual Sided Head with Clenched Teeth),4
fig-002556,RO-GR (Roger),5
fig-002557,Quarrie,3
fig-002558,Zander,4
fig-002559,Mindroid,4
fig-002560,Pirate Boy,5
fig-002561,Pirate Girl,4
fig-002562,Crunch with Trans-Dark Blue Diving Mask,6
fig-002563,Radia with White Cap,4
fig-002564,Ogel Minion Commander,4
fig-002565,Berserker,6
fig-002566,Bruce Banner (Hulk),4
fig-002567,Valkyrie,5
fig-002568,Thor with Helmet,5
fig-002569,Hela,5
fig-002570,Fangtom,3
fig-002571,Pythor P. Chumsworth (Purple),3
fig-002572,Kai ZX with Rocket Pack,15
fig-002573,Skales,3
fig-002574,Lord Garmadon,6
fig-002575,Master Wu,5
fig-002576,Krazi,7
fig-002577,Wyplash,8
fig-002578,Bonezai,6
fig-002579,"Andrea - Lavender Top, Medium Azure Skirt",4
fig-002580,"Stephanie - White Plaid Top, Dark Purple Skirt",4
fig-002581,"Mia - Red Vest, White Trousers",4
fig-002582,Nya (Legacy),4
fig-002583,"Daniel - Orange Shirt, Dark BLue Trousers",4
fig-002584,"Mia - Light Aqua Top,Medium Azure Skirt",4
fig-002585,"Sophie - Dark Azure Vest, Dark Blue Skirt, Veterinarian",4
fig-002586,"Olivia - Red Jacket, Tan Trousers",4
fig-002587,"Livi - Dark Purple Top, Dark Purple Skirt",4
fig-002588,"Andrea- Magenta Vest, Light Aqua Skirt",4
fig-002589,"Kate - Tan Top, Bright Light Orange Skirt",4
fig-002590,"Liza - Magenta Top, Lime Trousers",4
fig-002591,"Maya - Sand Green Vest, Sand Blue Skirt",4
fig-002592,"Andrea - Magenta Top, Bright Light Orange Skirt",4
fig-002593,"Emma - Medium Azure Top, Lime Skirt",4
fig-002594,"Sienna - Magenta Top, Medium Azure Skirt",4
fig-002595,"Julian - White/Red Shirt, Dark Blue Trousers",4
fig-002596,"Olivia - Lime Top, Magenta Skirt",4
fig-002597,Dr. Patel - Lab Coat,4
fig-002598,"Henry - Red Shirt, Dark Blue Trousers",4
fig-002599,"Olivia - White Jacket, Sand Blue Trousers",4
fig-002600,"Oliver - Green Jacket, Dark Red Trousers",4
